date,open,high,low,close,amount,daily_return,return,net_value
2022-09-14,7385.86,7385.86,7259.24,7277.3,,,,1.0
2022-09-15,7277.3,7329.0,7258.67,7282.07,,0.0006554628777155624,0.0006554628777155624,1.0006554628777156
2022-09-16,7282.07,7297.1,7236.17,7236.68,,-0.006233117781070385,-0.006233117781070385,0.9944182595193273
2022-09-20,7236.68,7326.54,7171.24,7192.66,,-0.006082899893321336,-0.006082899893321336,0.9883693127945804
2022-09-21,7192.66,7258.87,7170.69,7237.64,,0.006253597417367196,0.006253597417367196,0.9945501765764776
2022-09-22,7237.64,7243.9,7149.59,7159.52,,-0.01079357359581301,-0.01079357359581301,0.9838154260508706
2022-09-23,7159.52,7169.12,6981.5,7018.6,,-0.019682883768744275,-0.019682883768744275,0.9644511013700137
2022-09-26,7018.6,7071.11,6937.4,7020.95,,0.0003348246088963336,0.0003348246088963336,0.9647740233328295
2022-09-27,7020.95,7073.96,6984.59,6984.59,,-0.00517878634657698,-0.00517878634657698,0.9597776647932612
2022-09-28,6984.59,7011.5,6836.28,7005.39,,0.0029779843913528836,0.0029779843913528836,0.9626358676981848
2022-09-29,7005.39,7005.39,6829.29,6881.59,,-0.01767210676350639,-0.01767210676350639,0.9456240638698419
2022-09-30,6881.59,6954.92,6840.07,6893.81,,0.0017757524060573182,0.0017757524060573182,0.9473032580764844
2022-10-03,6893.81,6923.75,6797.37,6908.76,,0.0021686121317530116,0.0021686121317530116,0.9493575914143982
2022-10-04,6908.76,7088.17,6908.67,7086.46,,0.025720968741134387,0.025720968741134387,0.9737759883473266
2022-10-05,7086.46,7086.46,6977.95,7052.62,,-0.004775303889389071,-0.004775303889389071,0.9691259120827779
2022-10-06,7052.62,7079.74,6961.1,6997.27,,-0.0078481472133759,-0.0078481472133759,0.9615200692564551
2022-10-07,6997.27,7022.41,6960.36,6991.09,,-0.0008832015914778113,-0.0008832015914778113,0.9606708532010498
2022-10-10,6991.09,6999.2,6922.94,6959.31,,-0.00454578613635348,-0.00454578613635348,0.9563038489549696
2022-10-11,6959.31,6959.43,6860.31,6885.23,,-0.01064473345777106,-0.01064473345777106,0.9461242493782034
2022-10-12,6885.23,6916.94,6793.77,6826.15,,-0.008580686483966371,-0.008580686483966371,0.9380058538194109
2022-10-13,6826.15,6872.9,6707.62,6850.27,,0.0035334705507497066,0.0035334705507497066,0.9413202698803128
2022-10-14,6850.27,6976.3,6850.27,6858.79,,0.0012437465968493377,0.0012437465968493377,0.9424910337625217
2022-10-17,6858.79,6959.71,6850.43,6920.24,,0.00895930623331509,0.00895930623331509,0.950935099556154
2022-10-18,6920.24,7017.4,6920.24,6936.74,,0.002384310370738607,0.002384310370738607,0.953202423975925
2022-10-19,6936.74,6968.33,6890.66,6924.99,,-0.0016938792574033856,-0.0016938792574033856,0.9515878141618457
2022-10-20,6924.99,6954.21,6894.85,6943.91,,0.0027321339092185593,0.0027321339092185593,0.9541876794965165
2022-10-21,6943.91,6976.19,6864.13,6969.73,,0.003718366165460063,0.003718366165460063,0.9577356986794552
2022-10-24,6969.73,7047.37,6914.66,7013.99,,0.006350317731103061,0.006350317731103061,0.9638176246684896
2022-10-25,7013.99,7025.22,6949.24,7013.48,,-7.271182308499213e-05,-7.271182308499213e-05,0.9637475437318785
2022-10-26,7013.48,7057.42,6960.11,7056.07,,0.006072591637817482,0.006072591637817482,0.9695999890069118
2022-10-27,7056.07,7093.05,7034.24,7073.69,,0.002497140759657901,0.002497140759657901,0.972021216660025
2022-10-28,7073.69,7073.69,6997.54,7047.67,,-0.0036784196084362897,-0.0036784196084362897,0.9684457147568466
2022-10-31,7047.67,7132.85,7030.12,7094.53,,0.006649005983537792,0.006649005983537792,0.9748849161089964
2022-11-01,7094.53,7221.32,7094.53,7186.16,,0.01291558425998618,0.01291558425998618,0.9874761243867918
2022-11-02,7186.16,7205.07,7130.5,7144.14,,-0.005847351019181213,-0.005847351019181213,0.9817020048644415
2022-11-03,7144.14,7188.63,7076.47,7188.63,,0.006227481544314628,0.006227481544314628,0.9878155359817514
2022-11-04,7188.63,7376.23,7188.63,7334.84,,0.020339063215105035,0.020339063215105035,1.0079067786129472
2022-11-07,7334.84,7346.66,7288.0,7299.99,,-0.0047512965517994,-0.0047512965517994,1.0031179146111882
2022-11-08,7299.99,7313.46,7244.83,7306.14,,0.0008424669074889035,0.0008424669074889035,1.0039630082585576
2022-11-09,7306.14,7307.8,7263.46,7296.25,,-0.001353655966077838,-0.001353655966077838,1.0026039877427066
2022-11-10,7296.25,7405.09,7253.36,7375.34,,0.010839814973445216,0.010839814973445216,1.013472029461476
2022-11-11,7375.34,7408.61,7316.84,7318.04,,-0.007769133355208013,-0.007769133355208013,1.0055982301128166
2022-11-14,7318.04,7413.82,7317.57,7385.17,,0.009173221245032837,0.009173221245032837,1.014822805161255
2022-11-15,7385.17,7413.01,7344.85,7369.44,,-0.002129944198982603,-0.002129944198982603,1.0126612892144065
2022-11-16,7369.44,7394.42,7341.59,7351.19,,-0.002476443257560912,-0.002476443257560912,1.0101534909925383
2022-11-17,7351.19,7354.07,7294.75,7346.54,,-0.0006325506482622867,-0.0006325506482622867,1.0095145177469667
2022-11-18,7346.54,7423.51,7343.5,7385.52,,0.005305899103523526,0.005305899103523526,1.0148708999216742
2022-11-21,7385.52,7402.79,7343.37,7376.85,,-0.0011739186949598635,-0.0011739186949598635,1.0136795239992855
2022-11-22,7376.85,7458.88,7373.56,7452.84,,0.010301144797576267,0.010301144797576267,1.0241215835543402
2022-11-23,7452.84,7498.34,7452.84,7465.24,,0.0016637952780416132,0.0016637952780416132,1.0258255122091984
2022-11-24,7465.24,7488.07,7443.46,7466.6,,0.0001821776660897445,0.0001821776660897445,1.026012394706828
2022-11-25,7466.6,7497.23,7461.78,7486.67,,0.0026879704283073735,0.0026879704283073735,1.0287702856828769
2022-11-28,7486.67,7496.8,7420.0,7474.02,,-0.0016896697730766075,-0.0016896697730766075,1.0270320036277192
2022-11-29,7474.02,7543.09,7473.99,7512.0,,0.005081602671654473,0.005081602671654473,1.0322509722012285
2022-11-30,7512.0,7599.27,7512.0,7573.05,,0.008126996805111864,0.008126996805111864,1.0406400725543814
2022-12-01,7573.05,7599.7,7552.29,7558.49,,-0.0019226071397918654,-0.0019226071397918654,1.038639330520935
2022-12-02,7558.49,7570.46,7507.98,7556.23,,-0.0002990015201449481,-0.0002990015201449481,1.0383287757822268
2022-12-05,7556.23,7598.21,7547.76,7567.54,,0.0014967781552441828,0.0014967781552441828,1.039882923611779
2022-12-06,7567.54,7567.64,7521.39,7521.39,,-0.006098415072797736,-0.006098415072797736,1.03354128591648
2022-12-07,7521.39,7567.23,7489.19,7489.19,,-0.0042811235689148575,-0.0042811235689148575,1.0291165679578964
2022-12-08,7489.19,7507.98,7469.12,7472.17,,-0.002272608920323771,-0.002272608920323771,1.0267777884655023
2022-12-09,7472.17,7498.04,7431.44,7476.63,,0.0005968814949339762,0.0005968814949339762,1.0273906531268464
2022-12-12,7476.63,7476.63,7438.87,7445.97,,-0.004100778024323737,-0.004100778024323737,1.0231775521141082
2022-12-13,7445.97,7553.36,7428.98,7502.89,,0.0076444036169900365,0.0076444036169900365,1.0309991342943126
2022-12-14,7502.89,7504.49,7461.68,7495.93,,-0.0009276425484047168,-0.0009276425484047168,1.0300427356299726
2022-12-15,7495.93,7495.93,7411.07,7426.17,,-0.009306383597498913,-0.009306383597498913,1.020456762810383
2022-12-16,7426.17,7429.29,7305.72,7332.12,,-0.012664671021536011,-0.012664671021536011,1.0075330136176879
2022-12-19,7332.12,7385.38,7332.12,7361.31,,0.003981113238735956,0.003981113238735956,1.0115441166366648
2022-12-20,7361.31,7389.92,7302.82,7370.62,,0.0012647205456637334,0.0012647205456637334,1.0128234372638203
2022-12-21,7370.62,7498.48,7368.72,7497.32,,0.017189870051637524,0.017189870051637524,1.030233740535638
2022-12-22,7497.32,7540.31,7463.54,7469.28,,-0.003740003094439115,-0.003740003094439115,1.0263806631580392
2022-12-23,7469.28,7496.4,7462.8,7473.01,,0.0004993787888525336,0.0004993787888525336,1.0268932158905089
2022-12-28,7473.01,7547.0,7473.01,7497.19,,0.0032356440042231593,0.0032356440042231593,1.0302158767674823
2022-12-29,7497.19,7516.36,7434.64,7512.72,,0.002071442767223486,0.002071442767223486,1.0323499099940912
2022-12-30,7512.72,7512.92,7451.74,7451.74,,-0.008116900403582261,-0.008116900403582261,1.023970428593022
2023-01-03,7451.74,7626.4,7448.69,7554.09,,0.013735047116512522,0.013735047116512522,1.0380347106756627
2023-01-04,7554.09,7609.25,7545.18,7585.19,,0.004116975042658844,0.004116975042658844,1.042308273672928
2023-01-05,7585.19,7658.79,7564.7,7633.45,,0.0063623983051182,0.0063623983051182,1.0489398540667554
2023-01-06,7633.45,7700.81,7633.45,7699.49,,0.008651396157700608,0.008651396157700608,1.0580146482898878
2023-01-09,7699.49,7725.74,7688.69,7724.94,,0.0033054137351953283,0.0033054137351953283,1.061511824440383
2023-01-10,7724.94,7724.94,7684.35,7694.49,,-0.0039417781885684455,-0.0039417781885684455,1.0573275802838964
2023-01-11,7694.49,7772.37,7694.35,7724.98,,0.003962575817240577,0.003962575817240577,1.0615173209844309
2023-01-12,7724.98,7809.13,7724.55,7794.04,,0.008939828970430996,0.008939828970430996,1.071007104283182
2023-01-13,7794.04,7864.95,7793.55,7844.07,,0.00641900734407308,0.00641900734407308,1.0778819067511303
2023-01-16,7844.07,7867.23,7841.91,7860.07,,0.002039757421848698,0.002039757421848698,1.080080524370302
2023-01-17,7860.07,7875.58,7830.35,7851.03,,-0.0011501169836909408,-0.0011501169836909408,1.07883830541547
2023-01-18,7851.03,7867.43,7824.73,7830.7,,-0.0025894691524551705,-0.0025894691524551705,1.0760446869031097
2023-01-19,7830.7,7830.8,7726.23,7747.29,,-0.010651665879167882,-0.010651665879167882,1.0645830184271639
2023-01-20,7747.29,7790.87,7747.29,7770.59,,0.0030075032688849923,0.0030075032688849923,1.067784755335083
2023-01-23,7770.59,7811.17,7768.47,7784.67,,0.0018119602243844568,0.0018119602243844568,1.0697195388399543
2023-01-24,7784.67,7800.89,7741.75,7757.36,,-0.0035081769683237285,-0.0035081769683237285,1.0659667733912301
2023-01-25,7757.36,7773.57,7710.78,7744.87,,-0.0016100838429567998,-0.0016100838429567998,1.064250477512264
2023-01-26,7744.87,7787.57,7744.87,7761.11,,0.0020968718648601836,0.0020968718648601836,1.0664820743957235
2023-01-27,7761.11,7777.4,7742.12,7765.15,,0.0005205440974294095,0.0005205440974294095,1.0670372253445646
2023-01-30,7765.15,7790.69,7718.33,7784.87,,0.002539551715034616,0.002539551715034616,1.069747021560194
2023-01-31,7784.87,7784.87,7708.34,7771.7,,-0.0016917430862686267,-0.0016917430862686267,1.067937284432413
2023-02-01,7771.7,7798.51,7745.43,7761.11,,-0.001362636231455161,-0.001362636231455161,1.0664820743957235
2023-02-02,7761.11,7837.84,7758.51,7820.16,,0.007608447760694137,0.007608447760694137,1.0745963475464801
2023-02-03,7820.16,7906.58,7806.85,7901.8,,0.010439684098535018,0.010439684098535018,1.085814793948305
2023-02-06,7901.8,7901.8,7808.39,7836.71,,-0.008237363638664674,-0.008237363638664674,1.0768705426463112
2023-02-07,7836.71,7890.82,7835.36,7864.71,,0.0035729279251113244,0.0035729279251113244,1.080718123479862
2023-02-08,7864.71,7934.3,7864.66,7885.17,,0.0026014945242736065,0.0026014945242736065,1.083529605760378
2023-02-09,7885.17,7949.57,7874.23,7911.15,,0.003294792629708665,0.003294792629708665,1.0870996111195086
2023-02-10,7911.15,7913.31,7850.94,7882.45,,-0.003627791155521032,-0.003627791155521032,1.083155840765119
2023-02-13,7882.45,7947.6,7881.86,7947.6,,0.008265196734517977,0.008265196734517977,1.0921083368831848
2023-02-14,7947.6,7996.35,7947.6,7953.85,,0.0007864009260656335,0.0007864009260656335,1.0929671718906737
2023-02-15,7953.85,8003.65,7921.32,7997.83,,0.005529397713057049,0.005529397713057049,1.0990106220713727
2023-02-16,7997.83,8047.06,7978.61,8012.53,,0.0018379985571086443,0.0018379985571086443,1.1010306020089868
2023-02-17,8012.53,8012.53,7957.69,8004.36,,-0.0010196529685380096,-0.0010196529685380096,1.099907932887197
2023-02-20,8004.36,8020.13,7995.46,8014.31,,0.0012430725254737318,0.0012430725254737318,1.1012751982191198
2023-02-21,8014.31,8014.4,7952.48,7977.75,,-0.004561840008684537,-0.004561840008684537,1.0962513569593118
2023-02-22,7977.75,7977.75,7879.03,7930.63,,-0.0059064272507912685,-0.0059064272507912685,1.0897764280708504
