date,open,high,low,close,amount,daily_return,return,net_value
2007-01-15,2084.35,2197.13,2084.35,2197.13,80703230.0,0.0,0.0,1.0
2007-01-16,2202.08,2263.79,2202.08,2263.73,98532480.0,0.03031232,0.03031232,1.0303122710080879
2007-01-17,2270.91,2302.66,2183.06,2225.5,118384100.0,-0.016888049999999998,-0.016888049999999998,1.0129122992267185
2007-01-18,2210.6,2250.0,2166.39,2244.06,102103180.0,0.00833973,0.00833973,1.0213596828590024
2007-01-19,2249.91,2321.36,2249.91,2321.36,110490780.0,0.03444652,0.03444652,1.0565419433533747
2007-01-22,2348.66,2417.3,2348.66,2417.01,122798860.0,0.04120425,0.04120425,1.1000760082471224
2007-01-23,2431.74,2437.31,2339.58,2430.22,132412970.0,0.0054654199999999995,0.0054654199999999995,1.106088397136264
2007-01-24,2430.25,2472.55,2410.73,2456.74,114206210.0,0.0109126,0.0109126,1.11815868883498
2007-01-25,2435.86,2443.67,2364.44,2367.27,109414640.0,-0.03641817,-0.03641817,1.0774373842239648
2007-01-26,2332.13,2425.71,2268.02,2415.02,102054010.0,0.02017092,0.02017092,1.0991702812305142
2007-01-29,2431.5,2482.3,2426.16,2481.14,110333020.0,0.0273786,0.0273786,1.1292640854205258
2007-01-30,2490.99,2502.03,2441.69,2461.32,106648110.0,-0.00798819,-0.00798819,1.1202432263907915
2007-01-31,2454.52,2459.11,2292.92,2309.14,104773660.0,-0.06182868,-0.06182868,1.0509801422765153
2007-02-01,2277.57,2336.07,2238.0,2322.05,85156720.0,0.005590889999999999,0.005590889999999999,1.0568559894043594
2007-02-02,2324.6,2331.84,2236.18,2240.11,79287860.0,-0.03528776,-0.03528776,1.0195618830019162
2007-02-05,2227.58,2254.46,2201.99,2226.79,62477490.0,-0.00594617,-0.00594617,1.0134994288002985
2007-02-06,2228.02,2271.64,2171.47,2271.17,81921170.0,0.01992998,0.01992998,1.0336985066882707
2007-02-07,2284.72,2335.11,2284.72,2321.07,92304870.0,0.02197112,0.02197112,1.0564099529841202
2007-02-08,2327.94,2366.43,2308.84,2361.53,85078180.0,0.017431600000000002,0.017431600000000002,1.0748248851911357
2007-02-09,2364.09,2369.55,2332.16,2353.79,76242620.0,-0.0032775300000000003,-0.0032775300000000003,1.0713021077496552
2007-02-12,2355.3,2432.94,2354.8,2432.79,76722460.0,0.03356289,0.03356289,1.107258104891381
2007-02-13,2445.07,2473.38,2437.49,2471.23,75028900.0,0.01580076,0.01580076,1.1247536559056588
