date,open,high,low,close,amount,daily_return,return,net_value
2022-10-05,3479.24,3480.45,3427.7,3447.72,,,,1.0
2022-10-06,3455.28,3476.67,3419.8,3433.45,,-0.004138967201512855,-0.004138967201512855,0.9958610327984871
2022-10-07,3419.31,3434.13,3373.65,3375.46,,-0.016889717339702015,-0.016889717339702015,0.979041221444897
2022-10-10,3367.86,3389.94,3338.36,3356.88,,-0.0055044349510881,-0.0055044349510881,0.9736521527270197
2022-10-11,3352.54,3356.41,3310.41,3340.35,,-0.004924215342818394,-0.004924215342818394,0.9688576798579931
2022-10-12,3339.5,3365.85,3315.54,3331.53,,-0.0026404418698638965,-0.0026404418698638965,0.966299467474157
2022-10-13,3321.18,3373.11,3256.32,3362.4,,0.009266012912985788,0.009266012912985788,0.9752532108175839
2022-10-14,3371.71,3452.99,3371.71,3381.73,,0.005748869854865557,0.005748869854865557,0.9808598146021139
2022-10-17,3382.12,3456.81,3369.55,3441.64,,0.017715784524488853,0.017715784524488853,0.9982365157263351
2022-10-18,3449.95,3511.06,3449.95,3463.83,,0.006447507583593914,0.006447507583593914,1.004672653231701
2022-10-19,3466.71,3498.2,3458.17,3471.24,,0.0021392504828470216,0.0021392504828470216,1.00682189969023
2022-10-20,3467.57,3501.58,3451.75,3492.85,,0.006225441052765124,0.006225441052765124,1.0130898100773844
2022-10-21,3477.27,3488.01,3422.93,3476.63,,-0.004643772277652891,-0.004643772277652891,1.0083852517025746
2022-10-24,3488.78,3552.74,3473.21,3527.79,,0.014715399683026265,0.014715399683026265,1.023224043715847
2022-10-25,3536.92,3585.58,3511.52,3585.58,,0.01638136056851458,0.01638136056851458,1.0399858457183297
2022-10-26,3586.47,3609.72,3560.43,3605.31,,0.005502596511582469,0.005502596511582469,1.0457084682050748
2022-10-27,3604.95,3618.73,3565.36,3604.51,,-0.00022189492720448012,-0.00022189492720448012,1.0454764308006452
2022-10-28,3594.6,3615.91,3558.55,3613.02,,0.0023609311667882604,0.0023609311667882604,1.047944728690265
2022-10-31,3622.55,3631.23,3606.97,3617.54,,0.0012510309934625763,0.0012510309934625763,1.0492557400252922
2022-11-01,3628.6,3680.24,3628.6,3651.02,,0.009254908031424591,0.009254908031424591,1.0589665054006707
2022-11-02,3653.42,3675.66,3621.18,3622.01,,-0.007945724756369343,-0.007945724756369343,1.0505522490225425
2022-11-03,3596.07,3597.58,3563.42,3593.18,,-0.007959668802681508,-0.007959668802681508,1.042190201060411
2022-11-04,3601.92,3711.21,3601.92,3688.33,,0.026480721811876995,0.026480721811876995,1.069788149849756
2022-11-07,3682.46,3719.21,3667.98,3708.8,,0.0055499372344665066,0.0055499372344665066,1.0757254069355981
2022-11-08,3704.2,3741.29,3695.17,3739.28,,0.00821829163071608,0.00821829163071608,1.0845660320443657
2022-11-09,3735.47,3739.65,3708.51,3728.03,,-0.003008600586209109,-0.003008600586209109,1.0813030060445745
2022-11-10,3717.69,3849.14,3706.79,3846.56,,0.031794272041802074,0.031794272041802074,1.1156822479783741
2022-11-11,3873.07,3890.25,3859.5,3868.5,,0.005703797678965117,0.005703797678965117,1.1220458737948558
2022-11-14,3873.51,3915.67,3872.21,3887.51,,0.004914049373142104,0.004914049373142104,1.127559662617614
2022-11-15,3896.29,3932.23,3889.25,3915.09,,0.007094515512500177,0.007094515512500177,1.1355591521353243
2022-11-16,3911.68,3918.97,3873.34,3882.78,,-0.008252683846348363,-0.008252683846348363,1.126187741463924
2022-11-17,3890.17,3910.17,3842.87,3878.42,,-0.0011229067832841944,-0.0011229067832841944,1.1249231376097828
2022-11-18,3889.56,3940.94,3889.56,3924.84,,0.011968791415060798,0.011968791415060798,1.13838710800181
2022-11-21,3915.66,3921.95,3896.71,3909.28,,-0.0039644928200894824,-0.0039644928200894824,1.1338739804856544
2022-11-22,3903.8,3935.55,3901.14,3929.9,,0.005274628576106055,0.005274628576106055,1.1398547445848273
2022-11-23,3938.57,3950.14,3925.37,3946.44,,0.0042087584925825094,0.0042087584925825094,1.144652117921409
2022-11-24,3948.78,3976.43,3947.16,3961.99,,0.0039402600825046985,0.0039402600825046985,1.1491623449700092
2022-11-25,3962.26,3975.17,3951.64,3962.41,,0.00010600733469789958,0.00010600733469789958,1.1492841646073346
2022-11-28,3952.71,3957.56,3925.13,3935.51,,-0.006788797726635987,-0.006788797726635987,1.1414819068833897
2022-11-29,3941.55,3953.98,3924.56,3934.44,,-0.00027188344077389015,-0.00027188344077389015,1.1411715568549652
2022-11-30,3945.71,3972.69,3943.46,3964.72,,0.007696139730177576,0.007696139730177576,1.1499541726126252
2022-12-01,3970.68,4004.19,3968.89,3984.5,,0.004989003006517612,0.004989003006517612,1.155691297437147
2022-12-02,3974.16,3996.57,3940.52,3977.9,,-0.0016564186221608157,-0.0016564186221608157,1.1537769888506029
2022-12-05,3973.45,3977.73,3950.31,3956.53,,-0.005372181301691814,-0.005372181301691814,1.1475786896847773
2022-12-06,3953.5,3963.51,3924.65,3939.19,,-0.004382628212095008,-0.004382628212095008,1.142549278943766
2022-12-07,3929.71,3944.03,3911.46,3920.9,,-0.004643086522863826,-0.004643086522863826,1.1372443237849943
2022-12-08,3926.17,3931.08,3903.93,3921.27,,9.436608941815194e-05,9.436608941815194e-05,1.1373516410845428
2022-12-09,3926.59,3946.5,3905.94,3942.62,,0.0054446646112100705,0.0054446646112100705,1.1435441393152577
2022-12-12,3931.59,3936.11,3911.67,3921.82,,-0.005275679624209162,-0.005275679624209162,1.1375111668000883
2022-12-13,3926.36,4035.15,3923.93,3986.83,,0.016576487447154564,0.016576487447154564,1.156367106377548
2022-12-14,3980.71,3980.71,3955.15,3975.26,,-0.0029020550161406033,-0.0029020550161406033,1.1530112654159852
2022-12-15,3950.02,3950.02,3831.21,3835.7,,-0.03510713764634277,-0.03510713764634277,1.1125323402132423
2022-12-16,3831.0,3837.77,3783.94,3804.02,,-0.008259248637797478,-0.008259248637797478,1.1033436589978305
2022-12-19,3808.53,3835.63,3808.53,3811.24,,0.0018979921241213393,0.0018979921241213393,1.1054377965728075
2022-12-20,3790.58,3816.9,3767.26,3802.49,,-0.0022958407237539946,-0.0022958407237539946,1.102899887461859
2022-12-21,3810.87,3874.36,3810.87,3872.15,,0.018319574804930516,0.018319574804930516,1.1231045444525658
2022-12-22,3870.98,3889.7,3817.49,3823.29,,-0.012618312823625133,-0.012618312823625133,1.1089328599770283
2022-12-23,3823.7,3833.61,3798.74,3817.01,,-0.0016425643882623797,-0.0016425643882623797,1.107111366352256
