date,open,high,low,close,amount,daily_return,return,net_value
2014-02-18,3668.99,3685.1799,3658.6399,3679.4299,,,,1.0
2014-02-19,3668.72,3679.6899,3646.1299,3652.8401,,-0.007226608665652279,-0.007226608665652279,0.9927733913343477
2014-02-20,3654.8501,3676.8899,3640.6299,3671.9299,,0.005226015778790893,0.005226015778790893,0.9979616407422248
2014-02-21,3683.4199,3687.1599,3661.46,3662.6001,,-0.00254084371272989,-0.00254084371272989,0.9954259761817993
2014-02-24,3670.0701,3701.27,3668.3401,3685.8101,,0.006337028167503256,0.006337028167503256,1.0017340186315278
2014-02-25,3689.6799,3697.6001,3669.53,3679.1399,,-0.0018096971409351514,-0.0018096971409351514,0.9999211834420327
2014-02-26,3691.8401,3702.0901,3663.75,3676.6001,,-0.0006903243880451715,-0.0006903243880451715,0.9992309134629797
2014-02-27,3678.3101,3704.6499,3672.6399,3699.8,,0.006310150511065871,0.006310150511065871,1.005536210922241
2014-02-28,3703.48,3722.3799,3664.8301,3696.1001,,-0.0010000270284880042,-0.0010000270284880042,1.0045306475331952
2014-03-03,3657.3101,3678.3799,3637.6699,3668.3701,,-0.007502502434931335,-0.007502502434931335,0.9969941539041143
2014-03-04,3710.1899,3723.0,3706.8201,3719.9299,,0.014055233957991353,0.014055233957991353,1.0110071399919862
2014-03-05,3721.53,3732.98,3715.3799,3727.1899,,0.0019516496802802763,0.0019516496802802763,1.0129802717535126
2014-03-06,3735.8501,3738.3201,3709.4099,3720.9299,,-0.0016795495179893205,-0.0016795495179893205,1.0112789212263562
2014-03-07,3736.9299,3737.3601,3686.9399,3703.3999,,-0.00471118792106251,-0.00471118792106251,1.0065145961878497
2014-03-10,3702.1399,3709.77,3683.97,3706.3401,,0.00079391912280391,0.00079391912280391,1.0073136873731443
2014-03-11,3715.8899,3725.71,3681.3701,3691.5,,-0.004003976861162828,-0.004003976861162828,1.0032804266769697
2014-03-12,3678.3601,3707.2,3661.8701,3707.0601,,0.0042151158065826255,0.0042151158065826255,1.0075093698618909
2014-03-13,3719.3601,3720.6101,3636.79,3651.49,,-0.014990342347026009,-0.014990342347026009,0.9924064594898246
2014-03-14,3643.21,3656.9399,3626.8501,3627.8701,,-0.006468564887210371,-0.006468564887210371,0.9859870139121281
2014-03-17,3653.1899,3678.3201,3651.1399,3662.51,,0.009548274619865849,0.009548274619865849,0.9954014886925825
2014-03-18,3667.3999,3708.26,3664.79,3706.6201,,0.012043680426811143,0.012043680426811143,1.007389786118768
2014-03-19,3705.51,3709.01,3661.0601,3682.74,,-0.00644255395906379,-0.00644255395906379,1.0008996230638882
2014-03-20,3675.6101,3705.3101,3665.8301,3693.97,,0.003049359987400635,0.003049359987400635,1.0039517263258637
2014-03-21,3711.47,3717.3601,3643.3501,3653.0701,,-0.011072071511138426,-0.011072071511138426,0.9928359010182528
2014-03-24,3665.3799,3665.5801,3585.1499,3617.3899,,-0.009767181856159768,-0.009767181856159768,0.9831386922196833
2014-03-25,3640.26,3659.5901,3600.6499,3629.73,,0.0034113270455031763,0.0034113270455031763,0.9864924998299329
2014-03-26,3645.73,3654.6899,3582.8401,3582.8899,,-0.012904568659376836,-0.012904568659376836,0.9737622396339172
2014-03-27,3578.53,3594.0701,3543.0701,3563.1299,,-0.005515101091998487,-0.005515101091998487,0.9683918424427653
2014-03-28,3576.1799,3609.0801,3560.5801,3571.49,,0.002346279881628721,0.002346279881628721,0.9706639607402222
2014-03-31,3598.0801,3618.4199,3593.7,3595.74,,0.006789883214008752,0.006789883214008752,0.9772546556736954
2014-04-01,3615.9099,3659.1599,3614.1599,3658.3999,,0.017426148720430357,0.017426148720430357,0.9942844406411981
2014-04-02,3670.3301,3676.3601,3649.79,3665.99,,0.002074704845689501,0.002074704845689501,0.9963472873881901
2014-04-03,3670.4299,3675.7,3617.4099,3637.5801,,-0.007749584696084777,-0.007749584696084777,0.9886260096978611
2014-04-04,3659.9199,3663.78,3532.28,3539.3799,,-0.026996024087552084,-0.026996024087552084,0.9619370381264771
2014-04-07,3522.21,3551.21,3482.75,3507.75,,-0.008936565413619424,-0.008936565413619424,0.9533406248614765
2014-04-08,3511.8201,3543.98,3499.0,3538.23,,0.008689330767586156,0.008689330767586156,0.961624516885075
2014-04-09,3552.0701,3602.3501,3544.0901,3600.4399,,0.017582209183687914,0.017582209183687914,0.9785320002971112
2014-04-10,3597.5801,3599.6399,3479.1499,3487.76,,-0.03129614800680314,-0.03129614800680314,0.9479077179864196
2014-04-11,3453.24,3502.3301,3440.55,3446.8401,,-0.011732429983714598,-0.011732429983714598,0.9367864570541213
2014-04-14,3479.6599,3493.1699,3443.26,3474.6299,,0.00806239894911287,0.00806239894911287,0.9443392032010176
